film_id,language_id,title,description,length,rating,deleted_scenes,behind_scenes,commentaries,trailers,rental_duration,rental_rate,replacement_cost
961,1,WASH HEAVENLY,a awe-inspiring reflection of a cat and a pioneer who must escape a hunter in ancient china,161,R,0,0,1,0,7,4.99,22.99
962,1,WASTELAND DIVINE,a fanciful story of a database administrator and a womanizer who must fight a database administrator in ancient china,85,PG,1,1,0,1,7,2.99,18.99
963,1,WATCH TRACY,a fast-paced yarn of a dog and a frisbee who must conquer a hunter in nigeria,78,PG,1,1,0,1,5,0.99,12.99
964,1,WATERFRONT DELIVERANCE,a unbelieveable documentary of a dentist and a technical writer who must build a womanizer in nigeria,61,G,0,1,0,0,4,4.99,17.99
965,1,WATERSHIP FRONTIER,a emotional yarn of a boat and a crocodile who must meet a moose in soviet georgia,112,G,0,0,1,0,6,0.99,28.99
966,1,WEDDING APOLLO,a action-packed tale of a student and a waitress who must conquer a lumberjack in an abandoned mine shaft,70,PG,0,0,0,1,3,0.99,14.99
967,1,WEEKEND PERSONAL,a fast-paced documentary of a car and a butler who must find a frisbee in a jet boat,134,R,1,1,1,1,5,2.99,26.99
968,1,WEREWOLF LOLA,a fanciful story of a man and a sumo wrestler who must outrace a student in a monastery,79,G,0,1,0,1,6,4.99,19.99
969,1,WEST LION,a intrepid drama of a butler and a lumberjack who must challenge a database administrator in a manhattan penthouse,159,G,0,0,0,1,4,4.99,29.99
970,1,WESTWARD SEABISCUIT,a lacklusture tale of a butler and a husband who must face a boy in ancient china,52,NC-17,1,0,1,0,7,0.99,11.99
971,1,WHALE BIKINI,a intrepid story of a pastry chef and a database administrator who must kill a feminist in a mysql convention,109,PG-13,1,1,1,0,4,4.99,11.99
972,1,WHISPERER GIANT,a intrepid story of a dentist and a hunter who must confront a monkey in ancient japan,59,PG-13,1,0,0,1,4,4.99,24.99
973,1,WIFE TURN,a awe-inspiring epistle of a teacher and a feminist who must confront a pioneer in ancient japan,183,NC-17,1,1,0,0,3,4.99,27.99
974,1,WILD APOLLO,a beautiful story of a monkey and a sumo wrestler who must conquer a a shark in a mysql convention,181,R,1,1,1,1,4,0.99,24.99
975,1,WILLOW TRACY,a brilliant panorama of a boat and a astronaut who must challenge a teacher in a manhattan penthouse,137,R,0,1,1,1,6,2.99,22.99
976,1,WIND PHANTOM,a touching saga of a madman and a forensic psychologist who must build a sumo wrestler in an abandoned mine shaft,111,R,1,0,1,0,6,0.99,12.99
977,1,WINDOW SIDE,a astounding character study of a womanizer and a hunter who must escape a robot in a monastery,85,R,1,1,0,0,3,2.99,25.99
978,1,WISDOM WORKER,a unbelieveable saga of a forensic psychologist and a student who must face a squirrel in the first manned space station,98,R,1,1,0,0,3,0.99,12.99
979,1,WITCHES PANIC,a awe-inspiring drama of a secret agent and a hunter who must fight a moose in nigeria,100,NC-17,0,1,1,0,6,4.99,10.99
980,1,WIZARD COLDBLOODED,a lacklusture display of a robot and a girl who must defeat a sumo wrestler in a mysql convention,75,PG,1,1,1,0,4,4.99,12.99
981,1,WOLVES DESIRE,a fast-paced drama of a squirrel and a robot who must succumb a technical writer in a manhattan penthouse,55,NC-17,0,1,0,0,7,0.99,13.99
982,1,WOMEN DORADO,a insightful documentary of a waitress and a butler who must vanquish a composer in australia,126,R,1,1,0,0,4,0.99,23.99
983,1,WON DARES,a unbelieveable documentary of a teacher and a monkey who must defeat a explorer in a u-boat,105,PG,0,1,0,0,7,2.99,18.99
984,1,WONDERFUL DROP,a boring panorama of a woman and a madman who must overcome a butler in a u-boat,126,NC-17,0,0,1,0,3,2.99,20.99
985,1,WONDERLAND CHRISTMAS,a awe-inspiring character study of a waitress and a car who must pursue a mad scientist in the first manned space station,111,PG,0,0,1,0,4,4.99,19.99
986,1,WONKA SEA,a brilliant saga of a boat and a mad scientist who must meet a moose in ancient india,85,NC-17,0,0,1,1,6,2.99,24.99
987,1,WORDS HUNTER,a action-packed reflection of a composer and a mad scientist who must face a pioneer in a mysql convention,116,PG,1,0,1,1,3,2.99,13.99
988,1,WORKER TARZAN,a action-packed yarn of a secret agent and a technical writer who must battle a sumo wrestler in the first manned space station,139,R,0,1,1,1,7,2.99,26.99
989,1,WORKING MICROCOSMOS,a stunning epistle of a dentist and a dog who must kill a madman in ancient china,74,R,1,0,1,0,4,4.99,22.99
990,1,WORLD LEATHERNECKS,a unbelieveable tale of a pioneer and a astronaut who must overcome a robot in an abandoned amusement park,171,PG-13,0,1,0,1,3,0.99,13.99
991,1,WORST BANGER,a thrilling drama of a madman and a dentist who must conquer a boy in the outback,185,PG,1,1,0,0,4,2.99,26.99
992,1,WRATH MILE,a intrepid reflection of a technical writer and a hunter who must defeat a sumo wrestler in a monastery,176,NC-17,0,0,1,1,5,0.99,17.99
993,1,WRONG BEHAVIOR,a emotional saga of a crocodile and a sumo wrestler who must discover a mad cow in new orleans,178,PG-13,0,1,0,1,6,2.99,10.99
994,1,WYOMING STORM,a awe-inspiring panorama of a robot and a boat who must overcome a feminist in a u-boat,100,PG-13,1,0,0,0,6,4.99,29.99
995,1,YENTL IDAHO,a amazing display of a robot and a astronaut who must fight a womanizer in berlin,86,R,1,0,1,1,5,4.99,11.99
996,1,YOUNG LANGUAGE,a unbelieveable yarn of a boat and a database administrator who must meet a boy in the first manned space station,183,G,0,1,0,1,6,0.99,9.99
997,1,YOUTH KICK,a touching drama of a teacher and a cat who must challenge a technical writer in a u-boat,179,NC-17,0,1,0,1,4,0.99,14.99
998,1,ZHIVAGO CORE,a fateful yarn of a composer and a man who must face a boy in the canadian rockies,105,NC-17,1,0,0,0,6,0.99,10.99
999,1,ZOOLANDER FICTION,a fateful reflection of a waitress and a boat who must discover a sumo wrestler in ancient china,101,R,1,0,0,1,5,2.99,28.99
1000,1,ZORRO ARK,a intrepid panorama of a mad scientist and a boy who must redeem a boy in a monastery,50,NC-17,0,1,1,1,3,4.99,18.99
